no,hora,func,valor,unidade,auto
8861,10:54:56,DC,0,016,A,A
8862,10:54:57,DC,0,016,A,A
8863,10:54:58,DC,0,016,A,A
8864,10:54:59,DC,0,016,A,A
8865,10:55:00,DC,0,016,A,A
8866,10:55:01,DC,0,016,A,A
8867,10:55:02,DC,0,016,A,A
8868,10:55:03,DC,0,016,A,A
8869,10:55:04,DC,0,016,A,A
8870,10:55:05,DC,0,018,A,A
8871,10:55:06,DC,0,02,A,A
8872,10:55:07,DC,0,022,A,A
8873,10:55:08,DC,0,021,A,A
8874,10:55:09,DC,0,021,A,A
8875,10:55:10,DC,0,021,A,A
8876,10:55:11,DC,0,021,A,A
8877,10:55:12,DC,0,021,A,A
8878,10:55:13,DC,0,021,A,A
8879,10:55:14,DC,0,021,A,A
8880,10:55:15,DC,0,021,A,A
8881,10:55:16,DC,0,021,A,A
8882,10:55:17,DC,0,022,A,A
8883,10:55:18,DC,0,021,A,A
8884,10:55:19,DC,0,021,A,A
8885,10:55:20,DC,0,021,A,A
8886,10:55:21,DC,0,021,A,A
8887,10:55:22,DC,0,022,A,A
8888,10:55:23,DC,0,022,A,A
8889,10:55:24,DC,0,022,A,A
8890,10:55:25,DC,0,022,A,A
8891,10:55:26,DC,0,021,A,A
8892,10:55:27,DC,0,021,A,A
8893,10:55:28,DC,0,021,A,A
8894,10:55:29,DC,0,021,A,A
8895,10:55:30,DC,0,021,A,A
8896,10:55:31,DC,0,021,A,A
8897,10:55:32,DC,0,021,A,A
8898,10:55:33,DC,0,021,A,A
8899,10:55:34,DC,0,021,A,A
8900,10:55:35,DC,0,021,A,A
8901,10:55:36,DC,0,021,A,A
8902,10:55:37,DC,0,021,A,A
8903,10:55:38,DC,0,021,A,A
8904,10:55:39,DC,0,021,A,A
8905,10:55:40,DC,0,021,A,A
8906,10:55:41,DC,0,021,A,A
8907,10:55:42,DC,0,021,A,A
8908,10:55:43,DC,0,021,A,A
8909,10:55:44,DC,0,021,A,A
8910,10:55:45,DC,0,021,A,A
8911,10:55:46,DC,0,021,A,A
8912,10:55:47,DC,0,021,A,A
8913,10:55:48,DC,0,021,A,A
8914,10:55:49,DC,0,021,A,A
8915,10:55:50,DC,0,021,A,A
8916,10:55:51,DC,0,021,A,A
8917,10:55:52,DC,0,021,A,A
8918,10:55:53,DC,0,021,A,A
8919,10:55:54,DC,0,021,A,A
8920,10:55:55,DC,0,021,A,A
8921,10:55:56,DC,0,021,A,A
8922,10:55:57,DC,0,021,A,A
8923,10:55:58,DC,0,021,A,A
8924,10:55:59,DC,0,021,A,A
8925,10:56:00,DC,0,021,A,A
8926,10:56:01,DC,0,022,A,A
8927,10:56:02,DC,0,021,A,A
8928,10:56:03,DC,0,021,A,A
8929,10:56:04,DC,0,021,A,A
8930,10:56:05,DC,0,02,A,A
8931,10:56:06,DC,0,018,A,A
8932,10:56:07,DC,0,016,A,A
8933,10:56:08,DC,0,016,A,A
8934,10:56:09,DC,0,016,A,A
8935,10:56:10,DC,0,016,A,A
8936,10:56:11,DC,0,016,A,A
8937,10:56:12,DC,0,016,A,A
8938,10:56:13,DC,0,016,A,A
8939,10:56:14,DC,0,016,A,A
8940,10:56:15,DC,0,016,A,A
8941,10:56:16,DC,0,016,A,A
8942,10:56:17,DC,0,016,A,A
8943,10:56:18,DC,0,016,A,A
8944,10:56:19,DC,0,016,A,A
8945,10:56:20,DC,0,016,A,A
8946,10:56:21,DC,0,016,A,A
8947,10:56:22,DC,0,016,A,A
8948,10:56:23,DC,0,016,A,A
8949,10:56:24,DC,0,016,A,A
8950,10:56:25,DC,0,016,A,A
8951,10:56:26,DC,0,016,A,A
8952,10:56:27,DC,0,016,A,A
8953,10:56:28,DC,0,016,A,A
8954,10:56:29,DC,0,016,A,A
8955,10:56:30,DC,0,016,A,A
8956,10:56:31,DC,0,016,A,A
8957,10:56:32,DC,0,016,A,A
8958,10:56:33,DC,0,016,A,A
8959,10:56:34,DC,0,016,A,A
8960,10:56:35,DC,0,016,A,A
8961,10:56:36,DC,0,016,A,A
8962,10:56:37,DC,0,016,A,A
8963,10:56:38,DC,0,016,A,A
8964,10:56:39,DC,0,016,A,A
8965,10:56:40,DC,0,016,A,A
8966,10:56:41,DC,0,016,A,A
8967,10:56:42,DC,0,016,A,A
8968,10:56:43,DC,0,016,A,A
8969,10:56:44,DC,0,016,A,A
8970,10:56:45,DC,0,016,A,A
8971,10:56:46,DC,0,016,A,A
8972,10:56:47,DC,0,016,A,A
8973,10:56:48,DC,0,016,A,A
8974,10:56:49,DC,0,016,A,A
8975,10:56:50,DC,0,016,A,A
8976,10:56:51,DC,0,016,A,A
8977,10:56:52,DC,0,016,A,A
8978,10:56:53,DC,0,016,A,A
8979,10:56:54,DC,0,016,A,A
8980,10:56:55,DC,0,016,A,A
8981,10:56:56,DC,0,016,A,A
8982,10:56:57,DC,0,016,A,A
8983,10:56:58,DC,0,016,A,A
8984,10:56:59,DC,0,016,A,A
8985,10:57:00,DC,0,016,A,A
8986,10:57:01,DC,0,016,A,A
8987,10:57:02,DC,0,016,A,A
8988,10:57:03,DC,0,016,A,A
8989,10:57:04,DC,0,016,A,A
8990,10:57:05,DC,0,018,A,A
8991,10:57:06,DC,0,02,A,A
8992,10:57:07,DC,0,022,A,A
8993,10:57:08,DC,0,021,A,A
8994,10:57:09,DC,0,021,A,A
8995,10:57:10,DC,0,022,A,A
8996,10:57:11,DC,0,022,A,A
8997,10:57:12,DC,0,021,A,A
8998,10:57:13,DC,0,021,A,A
8999,10:57:14,DC,0,021,A,A
9000,10:57:15,DC,0,022,A,A
9001,10:57:16,DC,0,022,A,A
9002,10:57:17,DC,0,022,A,A
9003,10:57:18,DC,0,022,A,A
9004,10:57:19,DC,0,022,A,A
9005,10:57:20,DC,0,022,A,A
9006,10:57:21,DC,0,021,A,A
9007,10:57:22,DC,0,021,A,A
9008,10:57:23,DC,0,021,A,A
9009,10:57:24,DC,0,021,A,A
9010,10:57:25,DC,0,021,A,A
9011,10:57:26,DC,0,021,A,A
9012,10:57:27,DC,0,021,A,A
9013,10:57:28,DC,0,021,A,A
9014,10:57:29,DC,0,021,A,A
9015,10:57:30,DC,0,021,A,A
9016,10:57:31,DC,0,021,A,A
9017,10:57:32,DC,0,021,A,A
9018,10:57:33,DC,0,022,A,A
9019,10:57:34,DC,0,022,A,A
9020,10:57:35,DC,0,022,A,A
9021,10:57:36,DC,0,021,A,A
9022,10:57:37,DC,0,021,A,A
9023,10:57:38,DC,0,022,A,A
9024,10:57:39,DC,0,022,A,A
9025,10:57:40,DC,0,021,A,A
9026,10:57:41,DC,0,021,A,A
9027,10:57:42,DC,0,021,A,A
9028,10:57:43,DC,0,021,A,A
9029,10:57:44,DC,0,021,A,A
9030,10:57:45,DC,0,021,A,A
9031,10:57:46,DC,0,021,A,A
9032,10:57:47,DC,0,021,A,A
9033,10:57:48,DC,0,021,A,A
9034,10:57:49,DC,0,021,A,A
9035,10:57:50,DC,0,021,A,A
9036,10:57:51,DC,0,021,A,A
9037,10:57:52,DC,0,021,A,A
9038,10:57:53,DC,0,021,A,A
9039,10:57:54,DC,0,022,A,A
9040,10:57:55,DC,0,022,A,A
9041,10:57:56,DC,0,022,A,A
9042,10:57:57,DC,0,021,A,A
9043,10:57:58,DC,0,022,A,A
9044,10:57:59,DC,0,021,A,A
9045,10:58:00,DC,0,021,A,A
9046,10:58:01,DC,0,021,A,A
9047,10:58:02,DC,0,021,A,A
9048,10:58:03,DC,0,021,A,A
9049,10:58:04,DC,0,021,A,A
9050,10:58:05,DC,0,019,A,A
9051,10:58:06,DC,0,017,A,A
9052,10:58:07,DC,0,016,A,A
9053,10:58:08,DC,0,016,A,A
9054,10:58:09,DC,0,016,A,A
9055,10:58:10,DC,0,016,A,A
9056,10:58:11,DC,0,016,A,A
9057,10:58:12,DC,0,016,A,A
9058,10:58:13,DC,0,016,A,A
9059,10:58:14,DC,0,016,A,A
9060,10:58:15,DC,0,016,A,A
9061,10:58:16,DC,0,016,A,A
9062,10:58:17,DC,0,016,A,A
9063,10:58:18,DC,0,016,A,A
9064,10:58:19,DC,0,016,A,A
9065,10:58:20,DC,0,017,A,A
9066,10:58:21,DC,0,016,A,A
9067,10:58:22,DC,0,016,A,A
9068,10:58:23,DC,0,016,A,A
9069,10:58:24,DC,0,016,A,A
9070,10:58:25,DC,0,016,A,A
9071,10:58:26,DC,0,016,A,A
9072,10:58:27,DC,0,016,A,A
9073,10:58:28,DC,0,016,A,A
9074,10:58:29,DC,0,016,A,A
9075,10:58:30,DC,0,016,A,A
9076,10:58:31,DC,0,016,A,A
9077,10:58:32,DC,0,016,A,A
9078,10:58:33,DC,0,016,A,A
9079,10:58:34,DC,0,016,A,A
9080,10:58:35,DC,0,016,A,A
9081,10:58:36,DC,0,016,A,A
9082,10:58:37,DC,0,016,A,A
9083,10:58:38,DC,0,016,A,A
9084,10:58:39,DC,0,016,A,A
9085,10:58:40,DC,0,016,A,A
9086,10:58:41,DC,0,016,A,A
9087,10:58:42,DC,0,016,A,A
9088,10:58:43,DC,0,016,A,A
9089,10:58:44,DC,0,016,A,A
9090,10:58:45,DC,0,016,A,A
9091,10:58:46,DC,0,016,A,A
9092,10:58:47,DC,0,016,A,A
9093,10:58:48,DC,0,016,A,A
9094,10:58:49,DC,0,016,A,A
9095,10:58:50,DC,0,016,A,A
9096,10:58:51,DC,0,016,A,A
9097,10:58:52,DC,0,016,A,A
9098,10:58:53,DC,0,017,A,A
9099,10:58:54,DC,0,016,A,A
9100,10:58:55,DC,0,016,A,A
9101,10:58:56,DC,0,016,A,A
9102,10:58:57,DC,0,016,A,A
9103,10:58:58,DC,0,016,A,A
9104,10:58:59,DC,0,016,A,A
9105,10:59:00,DC,0,016,A,A
9106,10:59:01,DC,0,016,A,A
9107,10:59:02,DC,0,016,A,A
9108,10:59:03,DC,0,016,A,A
9109,10:59:04,DC,0,016,A,A
9110,10:59:05,DC,0,018,A,A
9111,10:59:06,DC,0,021,A,A
9112,10:59:07,DC,0,021,A,A
9113,10:59:08,DC,0,021,A,A
9114,10:59:09,DC,0,021,A,A
9115,10:59:10,DC,0,021,A,A
9116,10:59:11,DC,0,021,A,A
9117,10:59:12,DC,0,021,A,A
9118,10:59:13,DC,0,021,A,A
9119,10:59:14,DC,0,021,A,A
9120,10:59:15,DC,0,021,A,A
9121,10:59:16,DC,0,021,A,A
9122,10:59:17,DC,0,021,A,A
9123,10:59:18,DC,0,021,A,A
9124,10:59:19,DC,0,021,A,A
9125,10:59:20,DC,0,021,A,A
9126,10:59:21,DC,0,021,A,A
9127,10:59:22,DC,0,022,A,A
9128,10:59:23,DC,0,021,A,A
9129,10:59:24,DC,0,021,A,A
9130,10:59:25,DC,0,022,A,A
9131,10:59:26,DC,0,022,A,A
9132,10:59:27,DC,0,021,A,A
9133,10:59:28,DC,0,021,A,A
9134,10:59:29,DC,0,021,A,A
9135,10:59:30,DC,0,022,A,A
9136,10:59:31,DC,0,021,A,A
9137,10:59:32,DC,0,021,A,A
9138,10:59:33,DC,0,021,A,A
9139,10:59:34,DC,0,021,A,A
9140,10:59:35,DC,0,021,A,A
9141,10:59:36,DC,0,021,A,A
9142,10:59:37,DC,0,021,A,A
9143,10:59:38,DC,0,021,A,A
9144,10:59:39,DC,0,021,A,A
9145,10:59:40,DC,0,021,A,A
9146,10:59:41,DC,0,021,A,A
9147,10:59:42,DC,0,021,A,A
9148,10:59:43,DC,0,021,A,A
9149,10:59:44,DC,0,021,A,A
9150,10:59:45,DC,0,021,A,A
9151,10:59:46,DC,0,021,A,A
9152,10:59:47,DC,0,021,A,A
9153,10:59:48,DC,0,022,A,A
9154,10:59:49,DC,0,021,A,A
9155,10:59:50,DC,0,021,A,A
9156,10:59:51,DC,0,021,A,A
9157,10:59:52,DC,0,021,A,A
9158,10:59:53,DC,0,021,A,A
9159,10:59:54,DC,0,021,A,A
9160,10:59:55,DC,0,022,A,A
9161,10:59:56,DC,0,021,A,A
9162,10:59:57,DC,0,021,A,A
9163,10:59:58,DC,0,021,A,A
9164,10:59:59,DC,0,021,A,A
9165,11:00:00,DC,0,021,A,A
9166,11:00:01,DC,0,021,A,A
9167,11:00:02,DC,0,021,A,A
9168,11:00:03,DC,0,021,A,A
9169,11:00:04,DC,0,021,A,A
9170,11:00:05,DC,0,02,A,A
9171,11:00:06,DC,0,017,A,A
9172,11:00:07,DC,0,016,A,A
9173,11:00:08,DC,0,016,A,A
9174,11:00:09,DC,0,016,A,A
9175,11:00:10,DC,0,016,A,A
9176,11:00:11,DC,0,016,A,A
9177,11:00:12,DC,0,016,A,A
9178,11:00:13,DC,0,016,A,A
9179,11:00:14,DC,0,016,A,A
9180,11:00:15,DC,0,016,A,A
9181,11:00:16,DC,0,016,A,A
9182,11:00:17,DC,0,016,A,A
9183,11:00:18,DC,0,016,A,A
9184,11:00:19,DC,0,016,A,A
9185,11:00:20,DC,0,016,A,A
9186,11:00:21,DC,0,016,A,A
9187,11:00:22,DC,0,016,A,A
9188,11:00:23,DC,0,016,A,A
9189,11:00:24,DC,0,016,A,A
9190,11:00:25,DC,0,016,A,A
9191,11:00:26,DC,0,016,A,A
9192,11:00:27,DC,0,016,A,A
9193,11:00:28,DC,0,016,A,A
9194,11:00:29,DC,0,016,A,A
9195,11:00:30,DC,0,016,A,A
9196,11:00:31,DC,0,016,A,A
9197,11:00:32,DC,0,016,A,A
9198,11:00:33,DC,0,016,A,A
9199,11:00:34,DC,0,016,A,A
9200,11:00:35,DC,0,016,A,A
9201,11:00:36,DC,0,016,A,A
9202,11:00:37,DC,0,016,A,A
9203,11:00:38,DC,0,016,A,A
9204,11:00:39,DC,0,016,A,A
9205,11:00:40,DC,0,016,A,A
9206,11:00:41,DC,0,016,A,A
9207,11:00:42,DC,0,016,A,A
9208,11:00:43,DC,0,016,A,A
9209,11:00:44,DC,0,016,A,A
9210,11:00:45,DC,0,016,A,A
9211,11:00:46,DC,0,016,A,A
9212,11:00:47,DC,0,016,A,A
9213,11:00:48,DC,0,016,A,A
9214,11:00:49,DC,0,016,A,A
9215,11:00:50,DC,0,016,A,A
9216,11:00:51,DC,0,016,A,A
9217,11:00:52,DC,0,016,A,A
9218,11:00:53,DC,0,016,A,A
9219,11:00:54,DC,0,016,A,A
9220,11:00:55,DC,0,016,A,A
9221,11:00:56,DC,0,016,A,A
9222,11:00:57,DC,0,016,A,A
9223,11:00:58,DC,0,016,A,A
9224,11:00:59,DC,0,016,A,A
9225,11:01:00,DC,0,016,A,A
9226,11:01:01,DC,0,016,A,A
9227,11:01:02,DC,0,016,A,A
9228,11:01:03,DC,0,016,A,A
9229,11:01:04,DC,0,016,A,A
9230,11:01:05,DC,0,018,A,A
9231,11:01:06,DC,0,02,A,A
9232,11:01:07,DC,0,022,A,A
9233,11:01:08,DC,0,022,A,A
9234,11:01:09,DC,0,022,A,A
9235,11:01:10,DC,0,021,A,A
9236,11:01:11,DC,0,021,A,A
9237,11:01:12,DC,0,021,A,A
9238,11:01:13,DC,0,021,A,A
9239,11:01:14,DC,0,021,A,A
9240,11:01:15,DC,0,021,A,A
9241,11:01:16,DC,0,022,A,A
9242,11:01:17,DC,0,021,A,A
9243,11:01:18,DC,0,021,A,A
9244,11:01:19,DC,0,021,A,A
9245,11:01:20,DC,0,021,A,A
9246,11:01:21,DC,0,021,A,A
9247,11:01:22,DC,0,021,A,A
9248,11:01:23,DC,0,021,A,A
9249,11:01:24,DC,0,021,A,A
9250,11:01:25,DC,0,021,A,A
9251,11:01:26,DC,0,021,A,A
9252,11:01:27,DC,0,021,A,A
9253,11:01:28,DC,0,021,A,A
9254,11:01:29,DC,0,021,A,A
9255,11:01:30,DC,0,021,A,A
9256,11:01:31,DC,0,021,A,A
9257,11:01:32,DC,0,021,A,A
9258,11:01:33,DC,0,021,A,A
9259,11:01:34,DC,0,021,A,A
9260,11:01:35,DC,0,021,A,A
9261,11:01:36,DC,0,021,A,A
9262,11:01:37,DC,0,021,A,A
9263,11:01:38,DC,0,021,A,A
9264,11:01:39,DC,0,021,A,A
9265,11:01:40,DC,0,021,A,A
9266,11:01:41,DC,0,021,A,A
9267,11:01:42,DC,0,022,A,A
9268,11:01:43,DC,0,022,A,A
9269,11:01:44,DC,0,022,A,A
9270,11:01:45,DC,0,021,A,A
9271,11:01:46,DC,0,021,A,A
9272,11:01:47,DC,0,021,A,A
9273,11:01:48,DC,0,021,A,A
9274,11:01:49,DC,0,021,A,A
9275,11:01:50,DC,0,022,A,A
9276,11:01:51,DC,0,021,A,A
9277,11:01:52,DC,0,022,A,A
9278,11:01:53,DC,0,021,A,A
9279,11:01:54,DC,0,021,A,A
9280,11:01:55,DC,0,021,A,A
9281,11:01:56,DC,0,021,A,A
9282,11:01:57,DC,0,021,A,A
9283,11:01:58,DC,0,021,A,A
9284,11:01:59,DC,0,021,A,A
9285,11:02:00,DC,0,021,A,A
9286,11:02:01,DC,0,021,A,A
9287,11:02:02,DC,0,021,A,A
9288,11:02:03,DC,0,021,A,A
9289,11:02:04,DC,0,02,A,A
9290,11:02:05,DC,0,019,A,A
9291,11:02:06,DC,0,017,A,A
9292,11:02:07,DC,0,016,A,A
9293,11:02:08,DC,0,016,A,A
9294,11:02:09,DC,0,016,A,A
9295,11:02:10,DC,0,016,A,A
9296,11:02:11,DC,0,016,A,A
9297,11:02:12,DC,0,016,A,A
9298,11:02:13,DC,0,016,A,A
9299,11:02:14,DC,0,016,A,A
9300,11:02:15,DC,0,016,A,A
9301,11:02:16,DC,0,016,A,A
9302,11:02:17,DC,0,016,A,A
9303,11:02:18,DC,0,016,A,A
9304,11:02:19,DC,0,016,A,A
9305,11:02:20,DC,0,016,A,A
9306,11:02:21,DC,0,016,A,A
9307,11:02:22,DC,0,016,A,A
9308,11:02:23,DC,0,016,A,A
9309,11:02:24,DC,0,016,A,A
9310,11:02:25,DC,0,016,A,A
9311,11:02:26,DC,0,016,A,A
9312,11:02:27,DC,0,016,A,A
9313,11:02:28,DC,0,016,A,A
9314,11:02:29,DC,0,016,A,A
9315,11:02:30,DC,0,016,A,A
9316,11:02:31,DC,0,016,A,A
9317,11:02:32,DC,0,016,A,A
9318,11:02:33,DC,0,016,A,A
9319,11:02:34,DC,0,016,A,A
9320,11:02:35,DC,0,016,A,A
9321,11:02:36,DC,0,016,A,A
9322,11:02:37,DC,0,016,A,A
9323,11:02:38,DC,0,016,A,A
9324,11:02:39,DC,0,016,A,A
9325,11:02:40,DC,0,016,A,A
9326,11:02:41,DC,0,016,A,A
9327,11:02:42,DC,0,016,A,A
9328,11:02:43,DC,0,016,A,A
9329,11:02:44,DC,0,016,A,A
9330,11:02:45,DC,0,016,A,A
9331,11:02:46,DC,0,017,A,A
9332,11:02:47,DC,0,017,A,A
9333,11:02:48,DC,0,016,A,A
9334,11:02:49,DC,0,016,A,A
9335,11:02:50,DC,0,016,A,A
9336,11:02:51,DC,0,016,A,A
9337,11:02:52,DC,0,016,A,A
9338,11:02:53,DC,0,016,A,A
9339,11:02:54,DC,0,016,A,A
9340,11:02:55,DC,0,016,A,A
9341,11:02:56,DC,0,016,A,A
9342,11:02:57,DC,0,017,A,A
9343,11:02:58,DC,0,016,A,A
9344,11:02:59,DC,0,016,A,A
9345,11:03:00,DC,0,016,A,A
9346,11:03:01,DC,0,016,A,A
9347,11:03:02,DC,0,016,A,A
9348,11:03:03,DC,0,016,A,A
9349,11:03:04,DC,0,016,A,A
9350,11:03:05,DC,0,019,A,A
9351,11:03:06,DC,0,021,A,A
9352,11:03:07,DC,0,021,A,A
9353,11:03:08,DC,0,022,A,A
9354,11:03:09,DC,0,021,A,A
9355,11:03:10,DC,0,021,A,A
9356,11:03:11,DC,0,021,A,A
9357,11:03:12,DC,0,021,A,A
9358,11:03:13,DC,0,021,A,A
9359,11:03:14,DC,0,021,A,A
9360,11:03:15,DC,0,021,A,A
9361,11:03:16,DC,0,021,A,A
9362,11:03:17,DC,0,021,A,A
9363,11:03:18,DC,0,021,A,A
9364,11:03:19,DC,0,021,A,A
9365,11:03:20,DC,0,021,A,A
9366,11:03:21,DC,0,021,A,A
9367,11:03:22,DC,0,021,A,A
9368,11:03:23,DC,0,021,A,A
9369,11:03:24,DC,0,021,A,A
9370,11:03:25,DC,0,021,A,A
9371,11:03:26,DC,0,021,A,A
9372,11:03:27,DC,0,021,A,A
9373,11:03:28,DC,0,021,A,A
9374,11:03:29,DC,0,021,A,A
9375,11:03:30,DC,0,021,A,A
9376,11:03:31,DC,0,021,A,A
9377,11:03:32,DC,0,021,A,A
9378,11:03:33,DC,0,021,A,A
9379,11:03:34,DC,0,021,A,A
9380,11:03:35,DC,0,021,A,A
9381,11:03:36,DC,0,021,A,A
9382,11:03:37,DC,0,021,A,A
9383,11:03:38,DC,0,021,A,A
9384,11:03:39,DC,0,021,A,A
9385,11:03:40,DC,0,021,A,A
9386,11:03:41,DC,0,021,A,A
9387,11:03:42,DC,0,021,A,A
9388,11:03:43,DC,0,021,A,A
9389,11:03:44,DC,0,021,A,A
9390,11:03:45,DC,0,021,A,A
9391,11:03:46,DC,0,021,A,A
9392,11:03:47,DC,0,021,A,A
9393,11:03:48,DC,0,021,A,A
9394,11:03:49,DC,0,021,A,A
9395,11:03:50,DC,0,021,A,A
9396,11:03:51,DC,0,021,A,A
9397,11:03:52,DC,0,021,A,A
9398,11:03:53,DC,0,021,A,A
9399,11:03:54,DC,0,021,A,A
9400,11:03:55,DC,0,021,A,A
9401,11:03:56,DC,0,021,A,A
9402,11:03:57,DC,0,021,A,A
9403,11:03:58,DC,0,021,A,A
9404,11:03:59,DC,0,021,A,A
9405,11:04:00,DC,0,021,A,A
9406,11:04:01,DC,0,021,A,A
9407,11:04:02,DC,0,021,A,A
9408,11:04:03,DC,0,021,A,A
9409,11:04:04,DC,0,021,A,A
9410,11:04:05,DC,0,019,A,A
9411,11:04:06,DC,0,017,A,A
9412,11:04:07,DC,0,016,A,A
9413,11:04:08,DC,0,016,A,A
9414,11:04:09,DC,0,016,A,A
9415,11:04:10,DC,0,016,A,A
9416,11:04:11,DC,0,016,A,A
9417,11:04:12,DC,0,016,A,A
9418,11:04:13,DC,0,016,A,A
9419,11:04:14,DC,0,016,A,A
9420,11:04:15,DC,0,016,A,A
9421,11:04:16,DC,0,016,A,A
9422,11:04:17,DC,0,016,A,A
9423,11:04:18,DC,0,016,A,A
9424,11:04:19,DC,0,016,A,A
9425,11:04:20,DC,0,016,A,A
9426,11:04:21,DC,0,016,A,A
9427,11:04:22,DC,0,016,A,A
9428,11:04:23,DC,0,016,A,A
9429,11:04:24,DC,0,016,A,A
9430,11:04:25,DC,0,016,A,A
9431,11:04:26,DC,0,016,A,A
9432,11:04:27,DC,0,016,A,A
9433,11:04:28,DC,0,016,A,A
9434,11:04:29,DC,0,016,A,A
9435,11:04:30,DC,0,016,A,A
9436,11:04:31,DC,0,016,A,A
9437,11:04:32,DC,0,016,A,A
9438,11:04:33,DC,0,016,A,A
9439,11:04:34,DC,0,016,A,A
9440,11:04:35,DC,0,016,A,A
9441,11:04:36,DC,0,016,A,A
9442,11:04:37,DC,0,016,A,A
9443,11:04:38,DC,0,016,A,A
9444,11:04:39,DC,0,016,A,A
9445,11:04:40,DC,0,016,A,A
9446,11:04:41,DC,0,016,A,A
9447,11:04:42,DC,0,016,A,A
9448,11:04:43,DC,0,016,A,A
9449,11:04:44,DC,0,016,A,A
9450,11:04:45,DC,0,016,A,A
9451,11:04:46,DC,0,016,A,A
9452,11:04:47,DC,0,016,A,A
9453,11:04:48,DC,0,016,A,A
9454,11:04:49,DC,0,016,A,A
9455,11:04:50,DC,0,016,A,A
9456,11:04:51,DC,0,016,A,A
9457,11:04:52,DC,0,016,A,A
9458,11:04:53,DC,0,016,A,A
9459,11:04:54,DC,0,016,A,A
9460,11:04:55,DC,0,016,A,A
9461,11:04:56,DC,0,016,A,A
9462,11:04:57,DC,0,016,A,A
9463,11:04:58,DC,0,016,A,A
9464,11:04:59,DC,0,016,A,A
9465,11:05:00,DC,0,016,A,A
9466,11:05:01,DC,0,016,A,A
9467,11:05:02,DC,0,016,A,A
9468,11:05:03,DC,0,016,A,A
9469,11:05:04,DC,0,016,A,A
9470,11:05:05,DC,0,018,A,A
9471,11:05:06,DC,0,02,A,A
9472,11:05:07,DC,0,022,A,A
9473,11:05:08,DC,0,021,A,A
9474,11:05:09,DC,0,021,A,A
9475,11:05:10,DC,0,021,A,A
9476,11:05:11,DC,0,021,A,A
9477,11:05:12,DC,0,021,A,A
9478,11:05:13,DC,0,021,A,A
9479,11:05:14,DC,0,021,A,A
9480,11:05:15,DC,0,021,A,A
9481,11:05:16,DC,0,021,A,A
9482,11:05:17,DC,0,021,A,A
9483,11:05:18,DC,0,021,A,A
9484,11:05:19,DC,0,021,A,A
9485,11:05:20,DC,0,022,A,A
9486,11:05:21,DC,0,022,A,A
9487,11:05:22,DC,0,022,A,A
9488,11:05:23,DC,0,022,A,A
9489,11:05:24,DC,0,022,A,A
9490,11:05:25,DC,0,022,A,A
9491,11:05:26,DC,0,022,A,A
9492,11:05:27,DC,0,022,A,A
9493,11:05:28,DC,0,021,A,A
9494,11:05:29,DC,0,021,A,A
9495,11:05:30,DC,0,021,A,A
9496,11:05:31,DC,0,021,A,A
9497,11:05:32,DC,0,021,A,A
9498,11:05:33,DC,0,021,A,A
9499,11:05:34,DC,0,021,A,A
9500,11:05:35,DC,0,021,A,A
9501,11:05:36,DC,0,021,A,A
9502,11:05:37,DC,0,021,A,A
9503,11:05:38,DC,0,021,A,A
9504,11:05:39,DC,0,021,A,A
9505,11:05:40,DC,0,021,A,A
9506,11:05:41,DC,0,021,A,A
9507,11:05:42,DC,0,021,A,A
9508,11:05:43,DC,0,021,A,A
9509,11:05:44,DC,0,021,A,A
9510,11:05:45,DC,0,021,A,A
9511,11:05:46,DC,0,022,A,A
9512,11:05:47,DC,0,022,A,A
9513,11:05:48,DC,0,021,A,A
9514,11:05:49,DC,0,021,A,A
9515,11:05:50,DC,0,021,A,A
9516,11:05:51,DC,0,021,A,A
9517,11:05:52,DC,0,021,A,A
9518,11:05:53,DC,0,021,A,A
9519,11:05:54,DC,0,021,A,A
9520,11:05:55,DC,0,021,A,A
9521,11:05:56,DC,0,021,A,A
9522,11:05:57,DC,0,021,A,A
9523,11:05:58,DC,0,021,A,A
9524,11:05:59,DC,0,021,A,A
9525,11:06:00,DC,0,021,A,A
9526,11:06:01,DC,0,021,A,A
9527,11:06:02,DC,0,021,A,A
9528,11:06:03,DC,0,021,A,A
9529,11:06:04,DC,0,021,A,A
9530,11:06:05,DC,0,018,A,A
9531,11:06:06,DC,0,016,A,A
9532,11:06:07,DC,0,016,A,A
9533,11:06:08,DC,0,016,A,A
9534,11:06:09,DC,0,016,A,A
9535,11:06:10,DC,0,016,A,A
9536,11:06:11,DC,0,016,A,A
9537,11:06:12,DC,0,016,A,A
9538,11:06:13,DC,0,016,A,A
9539,11:06:14,DC,0,016,A,A
9540,11:06:15,DC,0,016,A,A
9541,11:06:16,DC,0,016,A,A
9542,11:06:17,DC,0,016,A,A
9543,11:06:18,DC,0,016,A,A
9544,11:06:19,DC,0,016,A,A
9545,11:06:20,DC,0,016,A,A
9546,11:06:21,DC,0,016,A,A
9547,11:06:22,DC,0,016,A,A
9548,11:06:23,DC,0,016,A,A
9549,11:06:24,DC,0,016,A,A
9550,11:06:25,DC,0,016,A,A
9551,11:06:26,DC,0,016,A,A
9552,11:06:27,DC,0,016,A,A
9553,11:06:28,DC,0,016,A,A
9554,11:06:29,DC,0,016,A,A
9555,11:06:30,DC,0,016,A,A
9556,11:06:31,DC,0,016,A,A
9557,11:06:32,DC,0,016,A,A
9558,11:06:33,DC,0,016,A,A
9559,11:06:34,DC,0,016,A,A
